hk_code,company_name,listing_date,first_day_return,stock_code,offer_price,first_day_open,first_day_close,first_day_high,first_day_low,is_break,is_big_meat_50,over_sub_ratio,has_greenshoe,cornerstone_pct,cornerstone_independence,has_related_support,fundamental_score,sponsor_elastic_group,subscription_heat_group,one_lot_success_rate,clawback_ratio,market_wind_score,market_wind_group,bottom_group,wind_group,sponsors,cornerstone_investors
06871,浙江翼菲智能科技股份有限公司,2026-05-18,7.50,06871,50.0000,,53.7500,,,False,False,14855.40,,,,False,47.0,,,0.0300,0.2000,,,weak,weak,,
